id,X,Y,M,V
2800,-252.22011,-44.476902,103.869286,0.38434678
2801,326.69672,-276.03375,85.922615,0.39369342
2802,-244.6552,129.48965,24.246664,0.3837636
2803,161.45996,273.94516,24.540358,0.4018696
2804,-149.39958,183.8701,124.98511,0.39052916
2805,242.66737,-135.08928,49.03869,0.56790835
2806,-193.43887,231.27426,112.891846,0.7876704
2807,-212.30995,-318.6851,24.980122,0.7673531
2808,-162.57741,114.07073,171.44609,0.3805804
2809,105.38996,359.56906,49.741184,0.80172336
2810,67.17066,107.68318,116.13812,0.8836115
2811,-204.53482,249.37071,87.383606,0.19997886
2812,222.36841,315.22787,99.41949,0.54605114
2813,-25.016798,-2.0704212,49.796757,0.21173055
2814,-40.185658,-143.19221,25.629587,0.8565304
2815,-323.5474,-271.3316,105.91711,0.87676644
2816,6.9618015,-233.15941,49.7341,0.59801483
2817,-55.705425,-160.64273,162.25757,0.39271298
2818,25.663136,263.44144,74.033134,0.6915697
2819,178.72548,-270.4052,135.03795,0.38498834
2820,241.05829,-370.03214,77.47848,0.7692247
2821,-309.67566,-21.72099,91.89313,0.20022625
2822,348.03134,171.286,34.76889,0.39803708
2823,345.4419,-114.92441,113.53555,0.63609016
2824,301.81052,-317.56073,50.06096,0.9083833
2825,226.98564,-381.45795,51.246204,0.5029714
2826,198.7545,208.5199,56.54601,0.6118081
2827,219.91058,194.55545,129.55847,0.51772034
2828,335.61533,158.75916,159.81526,0.76131064
2829,-96.716156,394.51416,88.975136,0.40388164
2830,238.27394,-28.783707,52.750668,0.403878
2831,-148.5938,144.0819,93.40448,0.86622894
2832,360.85056,-268.26382,39.339275,0.6219728
2833,-378.4746,-190.79031,133.83858,0.44857377
2834,221.19768,-310.2076,128.02031,0.91054446
2835,-163.5244,-6.551022,98.86115,0.6022516
2836,-389.44327,278.502,137.45856,0.3880927
2837,114.74081,386.35992,91.43221,0.35888433
2838,-144.6766,-268.76865,140.69254,0.20013304
2839,-137.94208,328.4098,94.1777,0.49163458
2840,378.27466,239.36447,134.8459,0.56261694
2841,2.4876897,-281.52847,30.58288,0.5903438
2842,-105.88204,314.7644,166.14299,0.7850342
2843,-388.96408,-280.3102,60.070847,0.39763087
2844,-324.26398,303.60715,100.38184,0.38261175
2845,121.25591,-159.87485,24.809418,0.27391618
2846,144.9126,-314.00443,65.946266,0.20248716
2847,282.1501,-197.17448,98.267715,0.621733
2848,124.32568,69.01054,156.38272,0.55132943
2849,304.38617,20.57979,146.72772,0.2058702
2850,-319.96945,-11.942747,59.412357,0.2864855
2851,383.027,-99.833786,90.84795,0.79424185
2852,-349.46887,-195.8754,61.3875,0.20453104
2853,373.72754,-269.55814,35.251774,0.56396854
2854,-407.66425,26.479328,113.32054,0.74028414
2855,-261.70767,251.25139,171.94417,0.6024096
2856,-332.68048,-270.25864,141.04602,0.4170328
2857,261.73865,-93.57101,109.68929,0.5907974
2858,-136.23584,164.46219,101.13769,0.7899009
2859,-40.627445,-139.23625,79.129845,0.5953332
2860,-336.89203,111.62324,24.767061,0.24060914
2861,370.09235,60.531815,132.6073,0.6011539
2862,64.324776,48.35489,95.74984,0.91218984
2863,-317.60788,319.79495,136.01006,0.6004623
2864,-276.0446,-61.272274,24.754602,0.41510332
2865,396.4922,-257.65192,69.41313,0.7999707
2866,163.86752,-74.388,136.03427,0.5967202
2867,317.5476,188.46469,107.45903,0.38958338
2868,102.56608,-106.966156,58.428062,0.62400615
2869,47.645382,85.2502,24.749151,0.8260248
2870,-291.13284,-177.94025,165.54854,0.60295105
2871,-148.7754,7.4426703,76.46057,0.20106018
2872,-345.25034,-84.735664,136.4031,0.24595061
2873,124.95879,-382.9718,150.40512,0.59485286
2874,89.29731,-108.614075,110.86615,0.39009124
2875,-148.14845,-312.29544,59.062614,0.9357705
2876,12.828981,-300.76938,127.67149,0.31031093
2877,198.76411,208.54651,80.16386,0.3996843
2878,-141.53085,-224.6591,24.715397,0.41424027
2879,282.21854,282.65265,76.651,0.20051533
2880,392.4217,-230.23576,138.95103,0.38699156
2881,-324.56915,9.319149,117.198135,0.60728735
2882,-266.39157,230.89087,156.08383,0.8154966
2883,-197.19322,-16.446514,154.30704,0.6156861
2884,365.98938,198.04736,104.64909,0.5960641
2885,117.54226,-123.59523,121.084656,0.66068035
2886,181.92105,-301.3377,102.36516,0.42804062
2887,-240.11676,32.653057,147.94308,0.78464115
2888,-172.19418,197.0938,107.16252,0.39237574
2889,353.1759,-12.328502,114.90201,0.39216688
2890,302.5167,-27.981895,75.6509,0.8448289
2891,93.48504,218.87965,24.493372,0.64646864
2892,-38.57736,-31.346275,78.21325,0.3934647
2893,-314.122,-311.67618,125.91529,0.22267985
2894,-235.60829,-324.2537,85.85187,0.5997312
2895,-152.99062,-333.22983,129.05008,0.3952852
2896,-266.9788,-34.17924,129.2298,0.700009
2897,149.97342,-342.93576,151.04753,0.21276812
2898,105.658646,-315.06223,103.34438,0.7908889
2899,-147.88794,197.65602,62.763557,0.53281057
2900,326.4579,-161.97173,152.88803,0.6139316
2901,175.54929,151.61914,50.52334,0.40628693
2902,-377.41885,-292.22986,106.74467,0.6288038
2903,-332.83487,72.81322,124.45336,0.782655
2904,-271.87784,380.04865,68.41629,0.7768778
2905,257.10437,-87.34832,107.29361,0.19858588
2906,-32.8186,-128.82343,84.13736,0.5948706
